赛事,样本量,理论概率_胜,理论概率_平,理论概率_负,真实频率_胜,真实频率_平,真实频率_负,卡方统计量,P值,当前期数id
法国杯,6.0,0.489,0.241,0.271,0.667,0.333,0.0,2.228,0.328,25095
法甲,136.0,0.452,0.239,0.309,0.449,0.235,0.316,0.037,0.982,25095
瑞典超,57.0,0.459,0.246,0.295,0.526,0.158,0.316,2.454,0.293,25095
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25095
美洲杯,7.0,0.435,0.274,0.291,0.286,0.571,0.143,3.155,0.207,25095
美职,45.0,0.486,0.245,0.269,0.444,0.311,0.244,1.072,0.585,25095
芬超,3.0,0.295,0.262,0.443,0.667,0.0,0.333,2.274,0.321,25095
英冠,120.0,0.427,0.271,0.302,0.458,0.2,0.342,3.113,0.211,25095
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,25095
英超,321.0,0.445,0.233,0.322,0.396,0.255,0.349,3.151,0.207,25095
荷乙,56.0,0.456,0.237,0.308,0.536,0.125,0.339,3.925,0.141,25095
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25095
荷甲,31.0,0.44,0.238,0.322,0.419,0.258,0.323,0.084,0.959,25095
葡超,51.0,0.446,0.243,0.311,0.353,0.333,0.314,2.687,0.261,25095
西甲,234.0,0.444,0.257,0.299,0.44,0.269,0.291,0.198,0.906,25095
解放者杯,14.0,0.472,0.258,0.27,0.571,0.143,0.286,1.021,0.6,25095
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,25095
金杯赛,19.0,0.537,0.203,0.26,0.474,0.368,0.158,3.46,0.177,25095
J2联赛,4.0,0.311,0.28,0.409,0.25,0.25,0.5,0.143,0.931,25096
J联赛,13.0,0.378,0.276,0.346,0.462,0.231,0.308,0.389,0.823,25096
世亚预,62.0,0.459,0.237,0.304,0.419,0.29,0.29,0.992,0.609,25096
世俱杯,60.0,0.445,0.221,0.334,0.467,0.267,0.267,1.452,0.484,25096
世南美预,32.0,0.452,0.27,0.278,0.531,0.406,0.062,7.989,0.018,25096
世欧预,32.0,0.487,0.183,0.33,0.594,0.094,0.312,2.174,0.337,25096
亚冠,36.0,0.504,0.222,0.274,0.583,0.222,0.194,1.277,0.528,25096
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,25096
天皇杯,18.0,0.281,0.247,0.472,0.333,0.056,0.611,3.597,0.166,25096
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25096
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25096
德乙,64.0,0.431,0.251,0.318,0.438,0.188,0.375,1.703,0.427,25096
德国杯,18.0,0.436,0.214,0.35,0.667,0.111,0.222,3.912,0.141,25096
德甲,268.0,0.445,0.233,0.322,0.358,0.261,0.381,8.298,0.016,25096
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25096
意大利杯,19.0,0.573,0.228,0.198,0.579,0.158,0.263,0.815,0.665,25096
意甲,226.0,0.416,0.264,0.32,0.407,0.301,0.292,1.713,0.425,25096
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25096
挪超,64.0,0.455,0.24,0.306,0.406,0.312,0.281,1.872,0.392,25096
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,25096
欧冠,185.0,0.461,0.228,0.311,0.486,0.178,0.335,2.616,0.27,25096
欧协联,74.0,0.468,0.241,0.291,0.432,0.243,0.324,0.49,0.783,25096
欧国联,135.0,0.446,0.249,0.306,0.43,0.252,0.319,0.154,0.926,25096
欧洲杯,3.0,0.349,0.339,0.312,0.667,0.0,0.333,1.893,0.388,25096
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25096
欧联,164.0,0.467,0.247,0.286,0.512,0.207,0.28,1.767,0.413,25096
法乙,119.0,0.418,0.281,0.301,0.462,0.277,0.261,1.203,0.548,25096
法国杯,6.0,0.489,0.241,0.271,0.667,0.333,0.0,2.228,0.328,25096
法甲,136.0,0.452,0.239,0.309,0.449,0.235,0.316,0.037,0.982,25096
瑞典超,58.0,0.454,0.245,0.301,0.5,0.172,0.328,1.653,0.438,25096
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25096
美洲杯,4.0,0.414,0.268,0.318,0.25,0.5,0.25,1.119,0.572,25096
美职,45.0,0.486,0.245,0.269,0.444,0.311,0.244,1.072,0.585,25096
芬超,6.0,0.297,0.258,0.446,0.333,0.333,0.333,0.329,0.848,25096
英冠,120.0,0.427,0.271,0.302,0.458,0.2,0.342,3.113,0.211,25096
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,25096
英超,321.0,0.445,0.233,0.322,0.396,0.255,0.349,3.151,0.207,25096
荷乙,56.0,0.456,0.237,0.308,0.536,0.125,0.339,3.925,0.141,25096
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25096
荷甲,31.0,0.44,0.238,0.322,0.419,0.258,0.323,0.084,0.959,25096
葡超,51.0,0.446,0.243,0.311,0.353,0.333,0.314,2.687,0.261,25096
西甲,234.0,0.444,0.257,0.299,0.44,0.269,0.291,0.198,0.906,25096
解放者杯,14.0,0.472,0.258,0.27,0.571,0.143,0.286,1.021,0.6,25096
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,25096
金杯赛,19.0,0.537,0.203,0.26,0.474,0.368,0.158,3.46,0.177,25096
J2联赛,5.0,0.309,0.28,0.41,0.2,0.2,0.6,0.748,0.688,25097
J联赛,13.0,0.378,0.276,0.346,0.462,0.231,0.308,0.389,0.823,25097
世亚预,62.0,0.459,0.237,0.304,0.419,0.29,0.29,0.992,0.609,25097
世俱杯,60.0,0.445,0.221,0.334,0.467,0.267,0.267,1.452,0.484,25097
世南美预,32.0,0.452,0.27,0.278,0.531,0.406,0.062,7.989,0.018,25097
世欧预,32.0,0.487,0.183,0.33,0.594,0.094,0.312,2.174,0.337,25097
亚冠,36.0,0.504,0.222,0.274,0.583,0.222,0.194,1.277,0.528,25097
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,25097
天皇杯,18.0,0.281,0.247,0.472,0.333,0.056,0.611,3.597,0.166,25097
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25097
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25097
德乙,64.0,0.431,0.251,0.318,0.438,0.188,0.375,1.703,0.427,25097
德国杯,18.0,0.436,0.214,0.35,0.667,0.111,0.222,3.912,0.141,25097
德甲,268.0,0.445,0.233,0.322,0.358,0.261,0.381,8.298,0.016,25097
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25097
意大利杯,19.0,0.573,0.228,0.198,0.579,0.158,0.263,0.815,0.665,25097
意甲,226.0,0.416,0.264,0.32,0.407,0.301,0.292,1.713,0.425,25097
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25097
挪超,61.0,0.457,0.239,0.305,0.41,0.328,0.262,2.682,0.262,25097
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,25097
欧冠,185.0,0.461,0.228,0.311,0.486,0.178,0.335,2.616,0.27,25097
欧协联,74.0,0.468,0.241,0.291,0.432,0.243,0.324,0.49,0.783,25097
欧国联,135.0,0.446,0.249,0.306,0.43,0.252,0.319,0.154,0.926,25097
欧洲杯,3.0,0.349,0.339,0.312,0.667,0.0,0.333,1.893,0.388,25097
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25097
欧联,164.0,0.467,0.247,0.286,0.512,0.207,0.28,1.767,0.413,25097
法乙,119.0,0.418,0.281,0.301,0.462,0.277,0.261,1.203,0.548,25097
法国杯,6.0,0.489,0.241,0.271,0.667,0.333,0.0,2.228,0.328,25097
法甲,136.0,0.452,0.239,0.309,0.449,0.235,0.316,0.037,0.982,25097
瑞典超,59.0,0.446,0.247,0.308,0.508,0.153,0.339,2.835,0.242,25097
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25097
美洲杯,4.0,0.414,0.268,0.318,0.25,0.5,0.25,1.119,0.572,25097
美职,43.0,0.479,0.247,0.274,0.395,0.349,0.256,2.506,0.286,25097
芬超,9.0,0.31,0.251,0.439,0.222,0.444,0.333,1.785,0.41,25097
英冠,120.0,0.427,0.271,0.302,0.458,0.2,0.342,3.113,0.211,25097
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,25097
英超,321.0,0.445,0.233,0.322,0.396,0.255,0.349,3.151,0.207,25097
荷乙,56.0,0.456,0.237,0.308,0.536,0.125,0.339,3.925,0.141,25097
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25097
荷甲,31.0,0.44,0.238,0.322,0.419,0.258,0.323,0.084,0.959,25097
葡超,51.0,0.446,0.243,0.311,0.353,0.333,0.314,2.687,0.261,25097
西甲,234.0,0.444,0.257,0.299,0.44,0.269,0.291,0.198,0.906,25097
解放者杯,14.0,0.472,0.258,0.27,0.571,0.143,0.286,1.021,0.6,25097
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,25097
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,25097
J2联赛,5.0,0.309,0.28,0.41,0.2,0.2,0.6,0.748,0.688,25098
J联赛,13.0,0.378,0.276,0.346,0.462,0.231,0.308,0.389,0.823,25098
世亚预,62.0,0.459,0.237,0.304,0.419,0.29,0.29,0.992,0.609,25098
世俱杯,62.0,0.44,0.222,0.338,0.468,0.258,0.274,1.205,0.547,25098
世南美预,32.0,0.452,0.27,0.278,0.531,0.406,0.062,7.989,0.018,25098
世欧预,32.0,0.487,0.183,0.33,0.594,0.094,0.312,2.174,0.337,25098
亚冠,36.0,0.504,0.222,0.274,0.583,0.222,0.194,1.277,0.528,25098
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,25098
天皇杯,8.0,0.294,0.249,0.457,0.375,0.0,0.625,2.667,0.264,25098
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25098
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25098
德乙,64.0,0.431,0.251,0.318,0.438,0.188,0.375,1.703,0.427,25098
德国杯,18.0,0.436,0.214,0.35,0.667,0.111,0.222,3.912,0.141,25098
德甲,268.0,0.445,0.233,0.322,0.358,0.261,0.381,8.298,0.016,25098
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25098
意大利杯,19.0,0.573,0.228,0.198,0.579,0.158,0.263,0.815,0.665,25098
意甲,226.0,0.416,0.264,0.32,0.407,0.301,0.292,1.713,0.425,25098
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25098
挪超,61.0,0.457,0.239,0.305,0.41,0.328,0.262,2.682,0.262,25098
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,25098
欧冠,192.0,0.461,0.227,0.311,0.479,0.182,0.339,2.302,0.316,25098
欧协联,75.0,0.468,0.241,0.291,0.427,0.24,0.333,0.737,0.692,25098
欧国联,135.0,0.446,0.249,0.306,0.43,0.252,0.319,0.154,0.926,25098
欧洲杯,1.0,0.394,0.337,0.27,1.0,0.0,0.0,1.541,0.463,25098
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25098
欧联,168.0,0.465,0.247,0.288,0.506,0.208,0.286,1.621,0.445,25098
法乙,119.0,0.418,0.281,0.301,0.462,0.277,0.261,1.203,0.548,25098
法国杯,6.0,0.489,0.241,0.271,0.667,0.333,0.0,2.228,0.328,25098
法甲,136.0,0.452,0.239,0.309,0.449,0.235,0.316,0.037,0.982,25098
瑞典超,59.0,0.446,0.247,0.308,0.508,0.153,0.339,2.835,0.242,25098
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25098
美洲杯,2.0,0.294,0.268,0.438,0.0,1.0,0.0,5.461,0.065,25098
美职,43.0,0.479,0.247,0.274,0.395,0.349,0.256,2.506,0.286,25098
芬超,9.0,0.31,0.251,0.439,0.222,0.444,0.333,1.785,0.41,25098
英冠,120.0,0.427,0.271,0.302,0.458,0.2,0.342,3.113,0.211,25098
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,25098
英超,321.0,0.445,0.233,0.322,0.396,0.255,0.349,3.151,0.207,25098
荷乙,56.0,0.456,0.237,0.308,0.536,0.125,0.339,3.925,0.141,25098
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25098
荷甲,31.0,0.44,0.238,0.322,0.419,0.258,0.323,0.084,0.959,25098
葡超,51.0,0.446,0.243,0.311,0.353,0.333,0.314,2.687,0.261,25098
西甲,234.0,0.444,0.257,0.299,0.44,0.269,0.291,0.198,0.906,25098
解放者杯,14.0,0.472,0.258,0.27,0.571,0.143,0.286,1.021,0.6,25098
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,25098
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,25098
J2联赛,5.0,0.309,0.28,0.41,0.2,0.2,0.6,0.748,0.688,25099
J联赛,13.0,0.378,0.276,0.346,0.462,0.231,0.308,0.389,0.823,25099
世亚预,62.0,0.459,0.237,0.304,0.419,0.29,0.29,0.992,0.609,25099
世俱杯,62.0,0.44,0.222,0.338,0.468,0.258,0.274,1.205,0.547,25099
世南美预,32.0,0.452,0.27,0.278,0.531,0.406,0.062,7.989,0.018,25099
世欧预,32.0,0.487,0.183,0.33,0.594,0.094,0.312,2.174,0.337,25099
亚冠,36.0,0.504,0.222,0.274,0.583,0.222,0.194,1.277,0.528,25099
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,25099
天皇杯,8.0,0.294,0.249,0.457,0.375,0.0,0.625,2.667,0.264,25099
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25099
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25099
德乙,64.0,0.431,0.251,0.318,0.438,0.188,0.375,1.703,0.427,25099
德国杯,18.0,0.436,0.214,0.35,0.667,0.111,0.222,3.912,0.141,25099
德甲,268.0,0.445,0.233,0.322,0.358,0.261,0.381,8.298,0.016,25099
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25099
意大利杯,19.0,0.573,0.228,0.198,0.579,0.158,0.263,0.815,0.665,25099
意甲,226.0,0.416,0.264,0.32,0.407,0.301,0.292,1.713,0.425,25099
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25099
挪超,56.0,0.46,0.239,0.301,0.429,0.321,0.25,2.186,0.335,25099
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,25099
欧冠,192.0,0.461,0.227,0.311,0.479,0.182,0.339,2.302,0.316,25099
欧协联,75.0,0.468,0.241,0.291,0.427,0.24,0.333,0.737,0.692,25099
欧国联,135.0,0.446,0.249,0.306,0.43,0.252,0.319,0.154,0.926,25099
欧洲杯,1.0,0.394,0.337,0.27,1.0,0.0,0.0,1.541,0.463,25099
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25099
欧联,168.0,0.465,0.247,0.288,0.506,0.208,0.286,1.621,0.445,25099
法乙,119.0,0.418,0.281,0.301,0.462,0.277,0.261,1.203,0.548,25099
法国杯,6.0,0.489,0.241,0.271,0.667,0.333,0.0,2.228,0.328,25099
法甲,136.0,0.452,0.239,0.309,0.449,0.235,0.316,0.037,0.982,25099
瑞典超,59.0,0.454,0.246,0.3,0.492,0.153,0.356,2.877,0.237,25099
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25099
美洲杯,1.0,0.444,0.33,0.226,0.0,1.0,0.0,2.03,0.362,25099
美职,48.0,0.479,0.245,0.276,0.396,0.333,0.271,2.219,0.33,25099
芬超,10.0,0.351,0.244,0.405,0.3,0.4,0.3,1.348,0.51,25099
英冠,120.0,0.427,0.271,0.302,0.458,0.2,0.342,3.113,0.211,25099
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,25099
英超,321.0,0.445,0.233,0.322,0.396,0.255,0.349,3.151,0.207,25099
荷乙,56.0,0.456,0.237,0.308,0.536,0.125,0.339,3.925,0.141,25099
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25099
荷甲,31.0,0.44,0.238,0.322,0.419,0.258,0.323,0.084,0.959,25099
葡超,51.0,0.446,0.243,0.311,0.353,0.333,0.314,2.687,0.261,25099
西甲,234.0,0.444,0.257,0.299,0.44,0.269,0.291,0.198,0.906,25099
解放者杯,14.0,0.472,0.258,0.27,0.571,0.143,0.286,1.021,0.6,25099
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,25099
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,25099
J2联赛,1.0,0.301,0.283,0.416,0.0,0.0,1.0,1.405,0.495,25100
J联赛,9.0,0.377,0.281,0.341,0.444,0.222,0.333,0.221,0.895,25100
世亚预,62.0,0.459,0.237,0.304,0.419,0.29,0.29,0.992,0.609,25100
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,25100
世南美预,32.0,0.452,0.27,0.278,0.531,0.406,0.062,7.989,0.018,25100
世欧预,32.0,0.487,0.183,0.33,0.594,0.094,0.312,2.174,0.337,25100
亚冠,36.0,0.504,0.222,0.274,0.583,0.222,0.194,1.277,0.528,25100
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,25100
天皇杯,8.0,0.294,0.249,0.457,0.375,0.0,0.625,2.667,0.264,25100
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25100
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25100
德乙,64.0,0.431,0.251,0.318,0.438,0.188,0.375,1.703,0.427,25100
德国杯,18.0,0.436,0.214,0.35,0.667,0.111,0.222,3.912,0.141,25100
德甲,268.0,0.445,0.233,0.322,0.358,0.261,0.381,8.298,0.016,25100
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25100
意大利杯,19.0,0.573,0.228,0.198,0.579,0.158,0.263,0.815,0.665,25100
意甲,226.0,0.416,0.264,0.32,0.407,0.301,0.292,1.713,0.425,25100
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25100
挪超,62.0,0.452,0.241,0.308,0.435,0.306,0.258,1.645,0.439,25100
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,25100
欧冠,192.0,0.461,0.227,0.311,0.479,0.182,0.339,2.302,0.316,25100
欧协联,75.0,0.468,0.241,0.291,0.427,0.24,0.333,0.737,0.692,25100
欧国联,135.0,0.446,0.249,0.306,0.43,0.252,0.319,0.154,0.926,25100
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25100
欧联,168.0,0.465,0.247,0.288,0.506,0.208,0.286,1.621,0.445,25100
法乙,119.0,0.418,0.281,0.301,0.462,0.277,0.261,1.203,0.548,25100
法国杯,6.0,0.489,0.241,0.271,0.667,0.333,0.0,2.228,0.328,25100
法甲,136.0,0.452,0.239,0.309,0.449,0.235,0.316,0.037,0.982,25100
瑞典超,60.0,0.451,0.246,0.303,0.533,0.15,0.317,3.203,0.202,25100
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25100
美职,48.0,0.479,0.245,0.276,0.396,0.333,0.271,2.219,0.33,25100
芬超,12.0,0.373,0.245,0.382,0.417,0.333,0.25,0.993,0.609,25100
英冠,120.0,0.427,0.271,0.302,0.458,0.2,0.342,3.113,0.211,25100
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,25100
英超,321.0,0.445,0.233,0.322,0.396,0.255,0.349,3.151,0.207,25100
荷乙,56.0,0.456,0.237,0.308,0.536,0.125,0.339,3.925,0.141,25100
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25100
荷甲,31.0,0.44,0.238,0.322,0.419,0.258,0.323,0.084,0.959,25100
葡超,51.0,0.446,0.243,0.311,0.353,0.333,0.314,2.687,0.261,25100
西甲,234.0,0.444,0.257,0.299,0.44,0.269,0.291,0.198,0.906,25100
解放者杯,14.0,0.472,0.258,0.27,0.571,0.143,0.286,1.021,0.6,25100
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,25100
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,25100
J2联赛,1.0,0.301,0.283,0.416,0.0,0.0,1.0,1.405,0.495,25101
J联赛,9.0,0.377,0.281,0.341,0.444,0.222,0.333,0.221,0.895,25101
世亚预,62.0,0.459,0.237,0.304,0.419,0.29,0.29,0.992,0.609,25101
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,25101
世南美预,32.0,0.452,0.27,0.278,0.531,0.406,0.062,7.989,0.018,25101
世欧预,32.0,0.487,0.183,0.33,0.594,0.094,0.312,2.174,0.337,25101
亚冠,36.0,0.504,0.222,0.274,0.583,0.222,0.194,1.277,0.528,25101
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,25101
天皇杯,10.0,0.321,0.253,0.427,0.3,0.2,0.5,0.25,0.883,25101
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25101
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25101
德乙,64.0,0.431,0.251,0.318,0.438,0.188,0.375,1.703,0.427,25101
德国杯,18.0,0.436,0.214,0.35,0.667,0.111,0.222,3.912,0.141,25101
德甲,268.0,0.445,0.233,0.322,0.358,0.261,0.381,8.298,0.016,25101
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25101
意大利杯,19.0,0.573,0.228,0.198,0.579,0.158,0.263,0.815,0.665,25101
意甲,226.0,0.416,0.264,0.32,0.407,0.301,0.292,1.713,0.425,25101
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25101
挪超,63.0,0.447,0.24,0.312,0.429,0.302,0.27,1.391,0.499,25101
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,25101
欧冠,195.0,0.462,0.227,0.311,0.492,0.179,0.328,2.547,0.28,25101
欧协联,75.0,0.468,0.241,0.291,0.427,0.24,0.333,0.737,0.692,25101
欧国联,135.0,0.446,0.249,0.306,0.43,0.252,0.319,0.154,0.926,25101
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25101
欧联,172.0,0.467,0.247,0.287,0.506,0.209,0.285,1.542,0.462,25101
法乙,119.0,0.418,0.281,0.301,0.462,0.277,0.261,1.203,0.548,25101
法国杯,6.0,0.489,0.241,0.271,0.667,0.333,0.0,2.228,0.328,25101
法甲,136.0,0.452,0.239,0.309,0.449,0.235,0.316,0.037,0.982,25101
瑞典超,60.0,0.451,0.246,0.303,0.533,0.15,0.317,3.203,0.202,25101
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25101
美职,38.0,0.463,0.249,0.288,0.395,0.316,0.289,1.069,0.586,25101
芬超,12.0,0.373,0.245,0.382,0.417,0.333,0.25,0.993,0.609,25101
英冠,120.0,0.427,0.271,0.302,0.458,0.2,0.342,3.113,0.211,25101
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,25101
英超,321.0,0.445,0.233,0.322,0.396,0.255,0.349,3.151,0.207,25101
荷乙,56.0,0.456,0.237,0.308,0.536,0.125,0.339,3.925,0.141,25101
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25101
荷甲,31.0,0.44,0.238,0.322,0.419,0.258,0.323,0.084,0.959,25101
葡超,51.0,0.446,0.243,0.311,0.353,0.333,0.314,2.687,0.261,25101
西甲,234.0,0.444,0.257,0.299,0.44,0.269,0.291,0.198,0.906,25101
解放者杯,14.0,0.472,0.258,0.27,0.571,0.143,0.286,1.021,0.6,25101
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,25101
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,25101
J2联赛,1.0,0.301,0.283,0.416,0.0,0.0,1.0,1.405,0.495,25102
J联赛,9.0,0.377,0.281,0.341,0.444,0.222,0.333,0.221,0.895,25102
世亚预,62.0,0.459,0.237,0.304,0.419,0.29,0.29,0.992,0.609,25102
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,25102
世南美预,32.0,0.452,0.27,0.278,0.531,0.406,0.062,7.989,0.018,25102
世欧预,32.0,0.487,0.183,0.33,0.594,0.094,0.312,2.174,0.337,25102
亚冠,36.0,0.504,0.222,0.274,0.583,0.222,0.194,1.277,0.528,25102
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,25102
天皇杯,10.0,0.321,0.253,0.427,0.3,0.2,0.5,0.25,0.883,25102
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25102
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25102
德乙,64.0,0.431,0.251,0.318,0.438,0.188,0.375,1.703,0.427,25102
德国杯,18.0,0.436,0.214,0.35,0.667,0.111,0.222,3.912,0.141,25102
德甲,268.0,0.445,0.233,0.322,0.358,0.261,0.381,8.298,0.016,25102
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25102
意大利杯,19.0,0.573,0.228,0.198,0.579,0.158,0.263,0.815,0.665,25102
意甲,226.0,0.416,0.264,0.32,0.407,0.301,0.292,1.713,0.425,25102
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25102
挪超,61.0,0.452,0.239,0.308,0.459,0.295,0.246,1.559,0.459,25102
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,25102
欧冠,195.0,0.462,0.227,0.311,0.492,0.179,0.328,2.547,0.28,25102
欧协联,75.0,0.468,0.241,0.291,0.427,0.24,0.333,0.737,0.692,25102
欧国联,135.0,0.446,0.249,0.306,0.43,0.252,0.319,0.154,0.926,25102
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25102
欧联,172.0,0.467,0.247,0.287,0.506,0.209,0.285,1.542,0.462,25102
法乙,119.0,0.418,0.281,0.301,0.462,0.277,0.261,1.203,0.548,25102
法国杯,6.0,0.489,0.241,0.271,0.667,0.333,0.0,2.228,0.328,25102
法甲,136.0,0.452,0.239,0.309,0.449,0.235,0.316,0.037,0.982,25102
瑞典超,57.0,0.448,0.246,0.307,0.526,0.123,0.351,4.644,0.098,25102
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25102
美职,43.0,0.466,0.248,0.286,0.349,0.326,0.326,2.537,0.281,25102
芬超,13.0,0.367,0.246,0.387,0.385,0.385,0.231,1.838,0.399,25102
